state_name,fips,FedCattle,Price,Markdown,MarkdownSpatial,MarkdownMulti,MarkdownContract,CapEffect
MARYLAND,24021,1570,142.107541202123,5.38131876586365,3.2288849812754,0.274255804566501,1.87817798002176,0.249024537840106
MARYLAND,24023,264,140.592882911431,4.78315040458898,2.62484036502819,0.478710077348437,1.67959996221235,0.384464708138617
MARYLAND,24025,259,143.028874640954,5.62174834704243,3.73123073423469,0.120398697403758,1.77011891540398,0.114921876169972
MARYLAND,24027,47.72727273,142.37696462265,5.42316573042085,3.38602712370666,0.18947503526216,1.84766357145203,0.201649883073749
MARYLAND,24029,175,142.790571685015,5.60463274329855,3.71218043272635,0.121161858318844,1.77129045225336,0.114794620754152
MARYLAND,24031,47.72727273,142.096486745463,5.39317907213205,3.32210746959147,0.21592485834275,1.85514674419783,0.228741636054088
MARYLAND,24035,47.72727273,142.564049013959,5.53591359705028,3.60536214096467,0.132951255339987,1.79760020074562,0.135300739304326
MARYLAND,24037,61,141.462846324706,5.3769458356972,3.36326300879207,0.189971396098825,1.8237114308063,0.238974906962032
MARYLAND,24043,5011,141.870232820209,5.340168799759,3.1262138708563,0.325979585849738,1.88797534305296,0.286032536641324
MARYLAND,24045,47.72727273,141.730404557915,5.4779052676514,3.52784553125562,0.138171382024931,1.81188835437085,0.173476365001431
MASSACHUSETTS,25003,321.4,142.073549896652,5.42553528659979,3.54752524181623,0.0945700399126418,1.78344000487092,0.0662353954839308
MASSACHUSETTS,25005,357,140.85085712466,5.43023107242747,3.6522172488754,2.89144095738518e-08,1.77801379463766,0.0583740433749477
MASSACHUSETTS,25011,321.4,141.69526981504,5.42609185799092,3.64371416395243,2.9074258060015e-08,1.78237766496423,0.0645324585745012
MASSACHUSETTS,25015,321.4,141.891380719286,5.42451631798969,3.64234398948725,2.90486706038661e-08,1.78217229945377,0.0633921995973575
MASSACHUSETTS,25017,321.4,140.83907543818,5.4242538268531,3.64304221548652,2.90199486915789e-08,1.78121158234663,0.0611266928719287
MASSACHUSETTS,25021,321.4,140.829749462561,5.42598667048189,3.64609418081084,2.89712051135841e-08,1.77989246069985,0.0596003428738998
MASSACHUSETTS,25027,59,141.307758201037,5.42414550103555,3.64276196936437,2.90198374247161e-08,1.78138350265134,0.0615209939388554
MICHIGAN,26001,106,140.75360474324,4.05685245496797,1.9807526155023,0.659661519917631,1.41643831954804,1.03916121611985
MICHIGAN,26003,147.5,141.027687160772,3.69947335511962,1.94353816890848,0.421372485708892,1.33456270050225,1.35708593718417
MICHIGAN,26005,3423,142.188325374183,5.41908308648451,3.34856291255925,0.666478092035392,1.40404208188987,0.760957539312423
MICHIGAN,26007,70,140.619992052154,4.01960339329502,1.96375073806813,0.651398275468105,1.40445437975879,1.06618333466483
MICHIGAN,26009,277,141.329262258101,3.85536801800542,1.91407352379434,0.590324545908679,1.3509699483024,1.2243883492874
MICHIGAN,26011,370,140.986390828911,4.06141844272199,1.99885611722018,0.648788025234384,1.41377430026742,1.02968231507464
MICHIGAN,26015,1727,141.927611791538,5.47888762122218,3.41764635431398,0.689669508038955,1.37157175886924,0.726200557671777
MICHIGAN,26017,637,141.139460777739,4.11769589257324,2.0395686636288,0.650586242154702,1.42754098678974,1.01099056031192
MICHIGAN,26019,147.5,142.112869624508,3.83369377371947,1.91817049398702,0.559074690304649,1.3564485894278,1.28405592962734
MICHIGAN,26021,456,142.320440856425,4.54560386801809,2.523467690873,0.505223995387171,1.51691218175792,0.982162834298563
MICHIGAN,26023,4338,141.736991658577,4.98128403694991,2.966655651195,0.584566536382568,1.43006184937234,0.790928406139822
MICHIGAN,26025,1723,141.768839349073,5.23053836040289,3.1972866836962,0.637743460450649,1.39550821625604,0.746741347358301
MICHIGAN,26027,347,142.157542247091,4.90151286282372,2.88153032854623,0.545805763138784,1.47417677113871,0.856799206264176
MICHIGAN,26029,53,141.212971582835,3.87709548258278,1.9190327740651,0.588401431279477,1.3696612772382,1.24076383002164
MICHIGAN,26033,85,140.29236028212,3.8489448935333,1.94956895047223,0.581471445761786,1.31790449729929,1.18418655672275
MICHIGAN,26035,147.5,141.52843007091,4.00454652648682,1.96982673014083,0.641121164137298,1.39359863220869,1.12444872480356
MICHIGAN,26037,3260,141.584607596876,4.65808635247203,2.54861347563338,0.695526873352888,1.41394600348576,0.875994001215688
MICHIGAN,26041,147.5,141.672900782754,3.71217457354438,1.95675803989731,0.416862332646804,1.33855420100026,1.36763820581803
MICHIGAN,26045,655,141.720785949399,5.06784155832357,2.98980988676775,0.683589255264375,1.39444241629145,0.781939939407422
MICHIGAN,26047,147.5,140.958442409652,3.87067359975137,1.9255204788747,0.589902836221106,1.35525028465556,1.21979028000213
MICHIGAN,26049,399,141.097602797677,4.21297940874194,2.13266232201092,0.628776530678529,1.4515405560525,0.921591989658459
